PF08118	OG0002900	MDM31_MDM32	"GO:mitochondrion inheritance"	GO:0000001
PF04048	OG0005884	Sec8_exocyst	"GO:exocyst"	GO:0000145
PF04048	OG0007090	Sec8_exocyst	"GO:exocyst"	GO:0000145
PF04048	OG0008922	Sec8_exocyst	"GO:exocyst"	GO:0000145
PF06046	OG0005441	Sec6	"GO:exocyst"	GO:0000145
PF09763	OG0005978	Sec3_C	"GO:exocyst"	GO:0000145
PF09763	OG0007758	Sec3_C	"GO:exocyst"	GO:0000145
PF09763	OG0014161	Sec3_C	"GO:exocyst"	GO:0000145
PF02364	OG0006570	Glucan_synthase	"GO:1,3-beta-D-glucan synthase complex"	GO:0000148
PF00239	OG0005522	Resolvase	"GO:DNA strand exchange activity"	GO:0000150
PF02796	OG0013263	HTH_7	"GO:DNA strand exchange activity"	GO:0000150
PF02796	OG0013572	HTH_7	"GO:DNA strand exchange activity"	GO:0000150
PF12829	OG0004518	Mhr1	"GO:DNA strand exchange activity"	GO:0000150
PF10408	OG0004270	Ufd2P_core	"GO:ubiquitin ligase complex"	GO:0000151
PF00512	OG0000379	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0001141	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0001317	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0001389	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0002520	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0002561	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0002640	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0002740	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0003104	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0003740	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0004100	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0004746	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0005778	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0006071	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0006214	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0006982	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0007541	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0007560	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0007571	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0008592	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0008595	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0008772	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0011090	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0012517	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF00512	OG0013743	HisKA	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07475	OG0004793	Hpr_kinase_C	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07475	OG0009376	Hpr_kinase_C	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07475	OG0009377	Hpr_kinase_C	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07694	OG0011633	5TM-5TMR_LYT	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07730	OG0004187	HisKA_3	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF07730	OG0006425	HisKA_3	"GO:phosphorelay sensor kinase activity"	GO:0000155
PF06506	OG0007016	PrpR_N	"GO:phosphorelay response regulator activity"	GO:0000156
PF06506	OG0008989	PrpR_N	"GO:phosphorelay response regulator activity"	GO:0000156
PF01603	OG0007055	B56	"GO:protein phosphatase type 2A complex"	GO:0000159
PF00072	OG0000379	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0001141	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0001317	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0001389	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0001739	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0001740	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0002520	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0002561	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0002640	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0002740	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0003104	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0003740	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0003791	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0004100	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0004746	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0004818	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0005624	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0005778	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0006071	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0006214	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0006982	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0007541	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0007560	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0007571	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0008592	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0008595	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0008772	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0011999	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0012517	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00072	OG0014436	Response_reg	"GO:phosphorelay signal transduction system"	GO:0000160
PF00486	OG0012866	Trans_reg_C	"GO:phosphorelay signal transduction system"	GO:0000160
PF01627	OG0007962	Hpt	"GO:phosphorelay signal transduction system"	GO:0000160
PF06506	OG0007016	PrpR_N	"GO:phosphorelay signal transduction system"	GO:0000160
PF06506	OG0008989	PrpR_N	"GO:phosphorelay signal transduction system"	GO:0000160
PF07475	OG0004793	Hpr_kinase_C	"GO:phosphorelay signal transduction system"	GO:0000160
PF07475	OG0009376	Hpr_kinase_C	"GO:phosphorelay signal transduction system"	GO:0000160
PF07475	OG0009377	Hpr_kinase_C	"GO:phosphorelay signal transduction system"	GO:0000160
PF07694	OG0011633	5TM-5TMR_LYT	"GO:phosphorelay signal transduction system"	GO:0000160
PF07730	OG0004187	HisKA_3	"GO:phosphorelay signal transduction system"	GO:0000160
PF07730	OG0006425	HisKA_3	"GO:phosphorelay signal transduction system"	GO:0000160
PF19431	OG0002306	MEKK4_N	"GO:MAPK cascade"	GO:0000165
PF19431	OG0010479	MEKK4_N	"GO:MAPK cascade"	GO:0000165
PF00133	OG0000180	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0001490	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0002937	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0004035	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0004760	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0007950	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0009942	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0010942	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0012308	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00133	OG0012309	tRNA-synt_1	"GO:nucleotide binding"	GO:0000166
PF00136	OG0004444	DNA_pol_B	"GO:nucleotide binding"	GO:0000166
PF00136	OG0005420	DNA_pol_B	"GO:nucleotide binding"	GO:0000166
PF00136	OG0006611	DNA_pol_B	"GO:nucleotide binding"	GO:0000166
PF00136	OG0007188	DNA_pol_B	"GO:nucleotide binding"	GO:0000166
PF00152	OG0001756	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0002586	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0003839	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0004553	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0004863	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0006539	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0007212	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0007286	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0007293	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0007513	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00152	OG0012782	tRNA-synt_2	"GO:nucleotide binding"	GO:0000166
PF00579	OG0001473	tRNA-synt_1b	"GO:nucleotide binding"	GO:0000166
PF00579	OG0002472	tRNA-synt_1b	"GO:nucleotide binding"	GO:0000166
PF00579	OG0002601	tRNA-synt_1b	"GO:nucleotide binding"	GO:0000166
PF00579	OG0003678	tRNA-synt_1b	"GO:nucleotide binding"	GO:0000166
PF00579	OG0006839	tRNA-synt_1b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0000953	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0002366	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0002582	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0002586	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0006027	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0006322	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0006563	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0007212	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0007422	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF00587	OG0012782	tRNA-synt_2b	"GO:nucleotide binding"	GO:0000166
PF01408	OG0001825	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0002530	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0002824	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0002987	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0003341	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0004508	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0005056	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0005624	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0005681	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0006287	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0007196	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0007949	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0008884	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0010471	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0010732	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0011001	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01408	OG0014760	GFO_IDH_MocA	"GO:nucleotide binding"	GO:0000166
PF01411	OG0004013	tRNA-synt_2c	"GO:nucleotide binding"	GO:0000166
PF01411	OG0004779	tRNA-synt_2c	"GO:nucleotide binding"	GO:0000166
PF01411	OG0008532	tRNA-synt_2c	"GO:nucleotide binding"	GO:0000166
PF01411	OG0010676	tRNA-synt_2c	"GO:nucleotide binding"	GO:0000166
PF01580	OG0001491	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0001688	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0002654	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0002721	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0002893	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0003122	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0003645	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0005217	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0005246	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0005556	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0006483	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0008065	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0008335	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0008575	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0010275	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0012819	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0014448	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0014461	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01580	OG0014758	FtsK_SpoIIIE	"GO:nucleotide binding"	GO:0000166
PF01921	OG0006276	tRNA-synt_1f	"GO:nucleotide binding"	GO:0000166
PF03175	OG0004444	DNA_pol_B_2	"GO:nucleotide binding"	GO:0000166
PF03175	OG0004522	DNA_pol_B_2	"GO:nucleotide binding"	GO:0000166
PF03175	OG0005420	DNA_pol_B_2	"GO:nucleotide binding"	GO:0000166
PF03175	OG0007188	DNA_pol_B_2	"GO:nucleotide binding"	GO:0000166
PF03485	OG0003717	Arg_tRNA_synt_N	"GO:nucleotide binding"	GO:0000166
PF03950	OG0000760	tRNA-synt_1c_C	"GO:nucleotide binding"	GO:0000166
PF03950	OG0008374	tRNA-synt_1c_C	"GO:nucleotide binding"	GO:0000166
PF04558	OG0007956	tRNA_synt_1c_R1	"GO:nucleotide binding"	GO:0000166
PF09180	OG0006322	ProRS-C_1	"GO:nucleotide binding"	GO:0000166
PF09181	OG0010141	ProRS-C_2	"GO:nucleotide binding"	GO:0000166
PF09269	OG0011514	DUF1967	"GO:nucleotide binding"	GO:0000166
PF09334	OG0000180	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0001412	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0001490	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0002937	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0004035	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0004760	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0007950	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0009942	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0010577	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0010942	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0012308	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF09334	OG0012309	tRNA-synt_1g	"GO:nucleotide binding"	GO:0000166
PF12328	OG0007178	Rpp20	"GO:ribonuclease MRP complex"	GO:0000172
PF08066	OG0005284	PMC2NT	"GO:nuclear exosome (RNase complex)"	GO:0000176
PF08066	OG0005748	PMC2NT	"GO:nuclear exosome (RNase complex)"	GO:0000176
PF10447	OG0001899	EXOSC1	"GO:exosome (RNase complex)"	GO:0000178
PF10447	OG0005827	EXOSC1	"GO:exosome (RNase complex)"	GO:0000178
PF09416	OG0004414	UPF1_Zn_bind	"GO:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	GO:0000184
PF01974	OG0001448	tRNA_int_endo	"GO:tRNA-intron endonuclease activity"	GO:0000213
PF01974	OG0009609	tRNA_int_endo	"GO:tRNA-intron endonuclease activity"	GO:0000213
PF02778	OG0001448	tRNA_int_endo_N	"GO:tRNA-intron endonuclease activity"	GO:0000213
PF02778	OG0002260	tRNA_int_endo_N	"GO:tRNA-intron endonuclease activity"	GO:0000213
PF03224	OG0001165	V-ATPase_H_N	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF03224	OG0001267	V-ATPase_H_N	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF03224	OG0002121	V-ATPase_H_N	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF03224	OG0005780	V-ATPase_H_N	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF11698	OG0002121	V-ATPase_H_C	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF11698	OG0008730	V-ATPase_H_C	"GO:vacuolar proton-transporting V-type ATPase, V1 domain"	GO:0000221
PF04855	OG0002266	SNF5	"GO:nuclear chromosome"	GO:0000228
PF04855	OG0003840	SNF5	"GO:nuclear chromosome"	GO:0000228
PF04855	OG0009227	SNF5	"GO:nuclear chromosome"	GO:0000228
PF03561	OG0003632	Allantoicase	"GO:allantoin catabolic process"	GO:0000256
PF04115	OG0005268	Ureidogly_lyase	"GO:allantoin catabolic process"	GO:0000256
PF06420	OG0003328	Mgm101p	"GO:mitochondrial chromosome"	GO:0000262
PF04138	OG0005558	GtrA	"GO:polysaccharide biosynthetic process"	GO:0000271
PF00404	OG0002274	Dockerin_1	"GO:polysaccharide catabolic process"	GO:0000272
PF00404	OG0004689	Dockerin_1	"GO:polysaccharide catabolic process"	GO:0000272
PF01670	OG0006551	Glyco_hydro_12	"GO:polysaccharide catabolic process"	GO:0000272
PF01670	OG0008233	Glyco_hydro_12	"GO:polysaccharide catabolic process"	GO:0000272
PF04627	OG0000247	ATP-synt_Eps	"GO:mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)"	GO:0000275
PF04627	OG0004231	ATP-synt_Eps	"GO:mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)"	GO:0000275
PF04718	OG0008587	ATP-synt_G	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF05405	OG0004270	Mt_ATP-synt_B	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF05405	OG0004741	Mt_ATP-synt_B	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF05680	OG0005059	ATP-synt_E	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF05873	OG0005712	Mt_ATP-synt_D	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF05873	OG0008069	Mt_ATP-synt_D	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF10775	OG0004001	ATP_sub_h	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF10775	OG0008681	ATP_sub_h	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
PF10791	OG0010259	F1F0-ATPsyn_F	"GO:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	GO:0000276
